,Random_state,Optimal_Nfeat,Optimal_C,CV_AUC,CV_AUC_SD,Test_AUC,CV_AUC_lowCI,CV_AUC_highCI
0,157,25,0.9000000000000001,0.7279220779220779,0.12515680463080936,0.7583333333333333,0.5803160381035364,0.9363506285631302
0,158,40,0.30000000000000004,0.7254329004329005,0.05901267269640139,0.6166666666666667,0.4314138048865783,0.8019195284467551
0,159,50,8.0,0.5517316017316017,0.04968704702397614,0.7861111111111111,0.6253501364133786,0.9468720858088439
0,160,50,0.5000000000000001,0.8195887445887446,0.031205719446567463,0.625,0.4451185015283574,0.8048814984716426
0,161,20,1.5,0.7775613275613276,0.07126133730895953,0.5305555555555556,0.3359330427862647,0.7251780683248467
0,162,35,0.30000000000000004,0.7526695526695526,0.11468408866308998,0.7250000000000001,0.5597885068950275,0.8902114931049727
0,163,30,1.5,0.8033910533910534,0.11780893909219446,0.575,0.3809107927272112,0.7690892072727887
0,164,40,0.7000000000000001,0.8179653679653679,0.02637536653260429,0.6277777777777778,0.44735924291196805,0.8081963126435875
0,165,40,0.30000000000000004,0.7732683982683983,0.05238636832538524,0.5611111111111111,0.35906852346877915,0.7631536987534431
0,166,50,0.9000000000000001,0.6791125541125542,0.11936749190234751,0.7888888888888889,0.6284339762844154,0.9493438014933625
0,167,30,2.0,0.7568903318903318,0.09034995485758705,0.7138888888888889,0.536268650862282,0.891509126915496
0,168,30,0.5000000000000001,0.7907287157287157,0.08578416020730119,0.6472222222222223,0.47261422548928606,0.8218302189551587
0,169,50,0.5000000000000001,0.7533910533910534,0.07416121976614554,0.6555555555555556,0.4556966572050058,0.8554144539061055
0,170,40,0.30000000000000004,0.7591991341991342,0.06965845661087244,0.7444444444444445,0.5822860895843254,0.9066027993045636
0,171,20,0.06999999999999999,0.7836580086580087,0.06820200957734729,0.5861111111111111,0.39618519506319194,0.7760370271590301
0,172,30,0.30000000000000004,0.7808802308802308,0.02172615865406188,0.7444444444444445,0.5810594526628814,0.9078294362260075
0,173,50,0.5000000000000001,0.7209595959595959,0.10414332459621822,0.7333333333333333,0.5620133036706509,0.9046533629960158
0,174,30,6.0,0.6918470418470418,0.07906291685976048,0.7472222222222222,0.5924993804235003,0.9019450640209442
0,175,50,0.7000000000000001,0.7975468975468976,0.08292477762045466,0.6611111111111111,0.47780138739822287,0.8444208348239995
0,176,35,0.30000000000000004,0.7979076479076479,0.05870956930503201,0.6722222222222222,0.48817128925037523,0.8562731551940693
0,177,25,0.5000000000000001,0.7280303030303031,0.0735395074272863,0.7805555555555557,0.6134190786330591,0.9476920324780522
0,178,40,4.0,0.7826839826839826,0.07717220082392011,0.6444444444444444,0.4513075543855295,0.8375813345033593
0,179,20,0.1,0.730988455988456,0.048136536184351854,0.6944444444444444,0.5159618517375041,0.8729270371513852
0,180,35,2.0,0.794047619047619,0.12588122150794778,0.5888888888888889,0.4061782272034571,0.7715995505743205
0,181,35,0.5000000000000001,0.7661976911976911,0.05824709777506432,0.7944444444444445,0.6537237242881911,0.9351651646006979
0,182,50,1.0,0.6623737373737374,0.15441271820865743,0.7361111111111112,0.5745892281098927,0.8976329941123297
0,183,50,0.7000000000000001,0.6407647907647906,0.08490638147995719,0.7055555555555555,0.5393303202175581,0.8717807908935533
0,184,50,1.0,0.7784632034632034,0.08424338945111796,0.7194444444444444,0.5517784224865301,0.887110466402359
0,185,50,2.0,0.6855699855699856,0.07365135414050278,0.7694444444444444,0.6141034937708482,0.9247853951180406
0,186,45,0.5000000000000001,0.7588383838383839,0.13539350812916864,0.675,0.48468964068461057,0.8653103593153895
0,187,20,0.08999999999999998,0.7551587301587301,0.11626976851532438,0.5972222222222222,0.40343299111142994,0.7910114533330143
0,188,30,4.0,0.7463203463203463,0.1240216298356015,0.7055555555555556,0.5313988937559256,0.8797122173551858
0,189,35,0.9000000000000001,0.7723665223665224,0.0930965216676543,0.7444444444444445,0.5830234664886994,0.9058654224001895
0,190,30,1.0,0.761002886002886,0.15022998207726368,0.7083333333333334,0.5429380732290827,0.8737285934375842
0,191,35,1.5,0.8057720057720058,0.08787388592066574,0.5527777777777778,0.35979823562200663,0.745757319933549
0,192,35,0.30000000000000004,0.7570346320346321,0.10778578460244238,0.7638888888888888,0.6084750675709887,0.919302710206789
0,193,35,1.0,0.7094877344877345,0.10513057796173426,0.7833333333333333,0.638011955772903,0.9286547108937638
0,194,40,0.30000000000000004,0.8105339105339106,0.04626144812651544,0.675,0.49514920851022537,0.8548507914897747
0,195,35,0.9000000000000001,0.8419913419913421,0.0769107586084266,0.638888888888889,0.43462511493090095,0.8431526628468767
0,196,20,0.5000000000000001,0.763961038961039,0.11642066425078315,0.6333333333333333,0.45191093489581124,0.8147557317708554
0,197,30,4.0,0.6978354978354979,0.07461651838206008,0.4583333333333333,0.26400665753832686,0.6526600091283398
0,198,40,0.5000000000000001,0.7259740259740259,0.10857389683531377,0.7166666666666667,0.5280002363116555,0.9053330970216781
0,199,35,0.5000000000000001,0.7841991341991342,0.07380855404411875,0.7277777777777777,0.5539655498673979,0.9015900056881578
0,200,30,0.5000000000000001,0.8403679653679653,0.03431606400828654,0.6000000000000001,0.4031642307654425,0.7968357692345572
0,201,50,0.7000000000000001,0.7483766233766234,0.09928909051193455,0.5916666666666667,0.39526489777245477,0.7880684355608784
0,202,40,1.0,0.761075036075036,0.09851996583039718,0.7722222222222221,0.6164055630323089,0.9280388814121359
0,203,25,0.5000000000000001,0.7545454545454545,0.07666181984288768,0.7277777777777777,0.5567734415811957,0.89878211397436
0,204,20,4.0,0.7062770562770563,0.143138251561166,0.6722222222222222,0.495792256280217,0.8486521881642275
0,205,35,6.0,0.768975468975469,0.08450521567067364,0.6555555555555556,0.4789660061022729,0.8321451050088384
0,206,25,0.7000000000000001,0.6702380952380952,0.16021395876794564,0.8138888888888889,0.6815314182906818,0.9462463594870965
0,207,30,4.0,0.7512265512265512,0.08954216381152615,0.7000000000000001,0.5078498458995921,0.8921501541004082
0,208,20,0.06999999999999999,0.7332251082251082,0.04160407397309441,0.6444444444444445,0.4618290286907981,0.8270598601980906
0,209,25,0.30000000000000004,0.8275613275613276,0.07125901793718076,0.5416666666666666,0.33048094838881215,0.7528523849445213
