X1,Random_state,Optimal_Nfeat,Optimal_C,CV_AUC,CV_AUC_SD,Test_AUC,CV_AUC_lowCI,CV_AUC_highCI
0,789,35,0.9000000000000001,0.9305208333333332,0.058928879568698946,0.9865319865319866,0.9655782869874507,1.0
0,790,30,0.30000000000000004,0.9367708333333333,0.04348580946699739,0.968013468013468,0.9290721326776504,1.0
0,791,50,0.30000000000000004,0.9552083333333334,0.03652672157323851,0.8720538720538721,0.7713947141638641,0.9727130299438803
0,792,50,0.30000000000000004,0.9371875000000001,0.022017393692260672,0.9730639730639731,0.939348541905207,1.0
0,793,35,0.1,0.9570833333333333,0.02456567162163944,0.936026936026936,0.8728235582593014,0.9992303137945706
0,794,35,0.1,0.9151041666666668,0.05748829893020742,0.9747474747474747,0.942301313313604,1.0
0,795,50,1.5,0.9388541666666667,0.034314340418159464,0.9528619528619529,0.8999845975764925,1.0
0,796,30,0.1,0.9504166666666668,0.025563102750296593,0.9579124579124578,0.9119425545131354,1.0
0,797,35,1.0,0.8793749999999999,0.07333925165512212,0.9848484848484849,0.9616803227589141,1.0
0,798,50,0.08999999999999998,0.9540625,0.029844068133848264,0.9377104377104377,0.8698119541033753,1.0
0,799,35,1.0,0.9539583333333335,0.01863855770528754,0.9478114478114478,0.8948206671111754,1.0
0,800,50,0.30000000000000004,0.909375,0.05981017425525896,0.9562289562289562,0.9047205310071156,1.0
0,801,25,0.1,0.9252083333333333,0.03200748610351436,0.8754208754208754,0.779819864121148,0.9710218867206029
0,802,30,0.08999999999999998,0.9507291666666667,0.02820513275786677,0.9511784511784511,0.8971464388819658,1.0
0,803,50,0.5000000000000001,0.9535416666666666,0.027414640249326664,0.9259259259259259,0.857764438815444,0.9940874130364081
0,804,20,0.30000000000000004,0.9386458333333334,0.056427574647113427,0.8939393939393938,0.783423166033804,1.0
0,805,50,4.0,0.9654166666666667,0.0213924960883224,0.8148148148148149,0.6930759018624445,0.9365537277671848
0,806,25,8.0,0.9470833333333335,0.054638966559285025,0.8518518518518519,0.7377425027104443,0.9659612009932599
0,807,50,0.1,0.9321875000000001,0.05831882259995005,0.9562289562289563,0.9065250921797684,1.0
0,808,30,0.5000000000000001,0.94375,0.031677629681247016,0.941077441077441,0.8417107923850469,1.0
0,809,35,0.1,0.9548958333333333,0.03768991262776937,0.9494949494949495,0.8927892267677757,1.0
0,810,45,0.1,0.9161458333333334,0.04685647782205665,0.9545454545454546,0.9044773136759165,1.0
0,811,25,8.0,0.9467708333333332,0.038347483801272904,0.9276094276094276,0.8544351942875347,1.0
0,812,25,0.1,0.9435416666666667,0.04285999494478116,0.9393939393939394,0.8789618719241815,0.9998260068636974
0,813,50,0.1,0.9504166666666667,0.05178078794301996,0.9124579124579124,0.8378406695470307,0.9870751553687945
0,814,20,0.5000000000000001,0.9154166666666667,0.07471705888810726,0.9865319865319866,0.9656069605850797,1.0
0,815,30,0.30000000000000004,0.9419791666666668,0.04909290017122864,0.936026936026936,0.8734575111457081,0.9985963609081638
0,816,35,0.30000000000000004,0.9330208333333335,0.03864513139524249,0.936026936026936,0.8671295000955113,1.0
0,817,40,1.0,0.9090625000000001,0.07126370482230067,0.978114478114478,0.9481216525100097,1.0
0,818,45,0.1,0.9347916666666667,0.05218989099645855,0.9478114478114479,0.8938105582411782,1.0
0,819,25,0.5000000000000001,0.9410416666666667,0.03719552317745303,0.9090909090909092,0.8309022734074819,0.9872795447743364
0,820,45,0.1,0.9384375,0.04916004545812018,0.9595959595959596,0.9078135586705949,1.0
0,821,25,0.7000000000000001,0.9506250000000002,0.03615408767422508,0.9444444444444444,0.8880732340821815,1.0
0,822,40,0.30000000000000004,0.9351041666666667,0.05447388836762884,0.9814814814814815,0.9549741968787318,1.0
0,823,30,0.7000000000000001,0.9472916666666666,0.051317705954616114,0.9309764309764309,0.8657920823337365,0.9961607796191255
0,824,40,0.30000000000000004,0.9227083333333332,0.03740961329212943,0.898989898989899,0.8072785057604753,0.9907012922193227
0,825,20,0.30000000000000004,0.9394791666666666,0.046041666666666675,0.9545454545454546,0.9055108818494638,1.0
0,826,30,4.0,0.9452083333333334,0.03542646923166665,0.877104377104377,0.7569355560818788,0.9972731981268755
0,827,50,1.0,0.9337500000000001,0.05356071321407139,0.9629629629629629,0.906989012644092,1.0
0,828,30,4.0,0.9741666666666667,0.021794494717703367,0.8232323232323231,0.6844226083949384,0.9620420380697078
0,829,20,8.0,0.9268750000000001,0.03623083784721392,0.872053872053872,0.7740690463120914,0.970038697795653
0,830,35,0.30000000000000004,0.9268750000000001,0.060382174061923616,0.936026936026936,0.8707652616440825,1.0
0,831,40,0.1,0.930625,0.021445182054096314,0.9494949494949495,0.8947041262679563,1.0
0,832,20,0.30000000000000004,0.9284375,0.05167716627185444,0.9730639730639731,0.9390436218859863,1.0
0,833,40,0.30000000000000004,0.9161458333333334,0.0780026820229778,0.9579124579124578,0.9116989616675185,1.0
0,834,40,0.1,0.9521875,0.04206115339597811,0.9646464646464645,0.9238650104340416,1.0
0,835,35,0.08999999999999998,0.9267708333333335,0.044686892964019974,0.9494949494949494,0.8971497801349763,1.0
0,836,50,0.30000000000000004,0.9448958333333334,0.03691734856405592,0.8956228956228957,0.8039741538778171,0.9872716373679744
0,837,40,0.30000000000000004,0.936875,0.040971280591816206,0.8855218855218855,0.7803798327968152,0.990663938246956
0,838,45,0.9000000000000001,0.9396875,0.046641083017014105,0.9309764309764309,0.8525973332684708,1.0
0,839,50,4.0,0.9498958333333334,0.047580797509779775,0.920875420875421,0.8475773942343264,0.9941734475165153
0,840,45,0.1,0.9268750000000001,0.046661085975836944,0.9528619528619529,0.901811330414942,1.0
0,841,30,0.08999999999999998,0.9066666666666666,0.052014955114424125,0.9814814814814814,0.9516472199803012,1.0
0,842,25,0.08999999999999998,0.9253125000000001,0.07267489680075234,0.8367003367003367,0.7290783649587447,0.9443223084419288
0,843,45,0.30000000000000004,0.9489583333333333,0.032288306276765634,0.8855218855218854,0.7730432067484654,0.9980005642953058
0,844,50,0.1,0.9415625000000001,0.0436014342590292,0.9713804713804715,0.9355599536403296,1.0
0,845,25,0.08999999999999998,0.9544791666666669,0.02586104024933605,0.9579124579124578,0.9105124314921381,1.0
0,846,40,2.0,0.9080208333333335,0.0765944519495012,0.9478114478114479,0.8885731327388308,1.0
0,847,45,0.30000000000000004,0.9389583333333335,0.04835667539808291,0.9629629629629629,0.9181745788327701,1.0
0,848,40,0.30000000000000004,0.934375,0.0627840766259868,0.9225589225589225,0.8400247112340844,1.0
