,Random_state,Optimal_Nfeat,Optimal_C,CV_AUC,CV_AUC_SD,Test_AUC,CV_AUC_lowCI,CV_AUC_highCI
0,92,45,0.5000000000000001,0.8566324979368456,0.030324295288174097,0.7733990147783252,0.6627426267656943,0.8840554027909558
0,93,40,0.9000000000000001,0.8358576206402294,0.02647284804064324,0.8177339901477833,0.7140706054061121,0.9213973748894544
0,94,50,0.5000000000000001,0.8089063110802241,0.056425550596574524,0.7600281491907107,0.6483640055627932,0.8716922928186283
0,95,35,2.0,0.8452851496329759,0.051007711589184115,0.7086558761435608,0.5893392766567263,0.8279724756303957
0,96,40,0.5000000000000001,0.8024518959301569,0.04652110539016049,0.8423645320197044,0.7499830152709286,0.93474604876848
0,97,40,0.30000000000000004,0.8367263171610999,0.042549031603784676,0.7396199859254046,0.6226279018644088,0.8566120699864004
0,98,30,0.5000000000000001,0.8065825478868955,0.049648115353054814,0.7748064743138635,0.6659192145895046,0.8836937340382224
0,99,30,0.1,0.7913152065325979,0.08791662988868337,0.8578465869106263,0.773848270634576,0.9418449031866767
0,100,35,0.5000000000000001,0.8130760543804021,0.028086894748792043,0.7698803659394793,0.6613214003136085,0.8784393315653498
0,101,30,0.5000000000000001,0.8177974199713332,0.05318090623749458,0.7431386347642506,0.6183895691593561,0.8678877003691449
0,102,35,1.0,0.8038287799157364,0.030151491735592204,0.8233638282899367,0.7265572454502943,0.9201704111295789
0,103,50,0.9000000000000001,0.819745471919385,0.07128270849376132,0.7797325826882477,0.6758440300754467,0.8836211353010486
0,104,35,0.30000000000000004,0.8296811883768406,0.0580408798809454,0.7670654468684025,0.652621792466559,0.881509101270246
0,105,50,0.30000000000000004,0.7692220822655604,0.04901513715041636,0.8655876143560872,0.7846509973083805,0.9465242314037942
0,106,45,1.5,0.8281435955348998,0.0485716356424595,0.8205489092188599,0.7228713285685165,0.9182264898692033
0,107,35,1.0,0.8408960604612778,0.10643542611604757,0.7783251231527094,0.6698016293020668,0.886848617003352
0,108,45,1.5,0.7986774095469747,0.09663169120289818,0.8423645320197044,0.750015565548719,0.9347134984906896
0,109,40,0.30000000000000004,0.8415258654389088,0.07548541542191406,0.7389162561576355,0.6182766809214488,0.8595558313938219
0,110,50,2.0,0.8442209963949094,0.06404187532455492,0.7382125263898663,0.6221329319920598,0.8542921207876725
0,111,35,0.5000000000000001,0.7903487816531294,0.060875940325045695,0.8536242083040113,0.759900645957818,0.9473477706502048
0,112,45,0.7000000000000001,0.8291491117578074,0.0229279606762579,0.8050668543279381,0.7018979125142872,0.908235796141589
0,113,50,1.5,0.7995613082569605,0.042421408635341835,0.9057002111189304,0.8296190812991021,0.9817813409387587
0,114,50,1.0,0.8312535290796161,0.03862561444477891,0.7670654468684025,0.6587033917035818,0.8754275020332232
0,115,35,0.9000000000000001,0.8494744386048734,0.04383880478374198,0.7185080928923293,0.6051221827966051,0.8318940029880533
0,116,30,0.5000000000000001,0.7878295617426051,0.10610773441739577,0.8409570724841662,0.7476341094822893,0.9342800354860429
0,117,50,2.0,0.8252530078617035,0.0373538635276756,0.7248416608022519,0.6093027967024937,0.8403805249020099
0,118,45,0.30000000000000004,0.817699691612735,0.03490247169153873,0.7818437719915553,0.665306529506839,0.8983810144762716
0,119,30,0.30000000000000004,0.7993267601963254,0.07950655676138592,0.8423645320197045,0.744301541774629,0.9404275222647795
0,120,40,1.5,0.8305455414151066,0.024496236474910657,0.7980295566502462,0.6947789297872055,0.9012801835132872
0,121,35,0.7000000000000001,0.776912218216566,0.06147505090291598,0.8085855031667839,0.7118126150531543,0.9053583912804137
0,122,40,1.5,0.8130174173652435,0.06663202218155626,0.8254750175932442,0.7329455447184556,0.9180044904680329
0,123,50,0.9000000000000001,0.8443187247535076,0.04733622815774558,0.7938071780436313,0.686833432816496,0.9007809232707664
0,124,40,0.7000000000000001,0.7928875472353734,0.08329886038337345,0.7973258268824771,0.6884545318997533,0.906197121865201
0,125,50,0.7000000000000001,0.7894496807540285,0.06682340069367668,0.8177339901477833,0.7161670513244116,0.9193009289711549
0,126,45,0.9000000000000001,0.8140424792598706,0.05602194430516534,0.8233638282899366,0.7296241374482781,0.917103519131595
0,127,45,0.5000000000000001,0.8661729574773054,0.07156616507246745,0.7185080928923293,0.6017795331683349,0.8352366526163235
0,128,35,0.7000000000000001,0.8223624201885071,0.029592145708394014,0.7318789584799437,0.6141220508631386,0.8496358660967485
0,129,35,0.7000000000000001,0.8035117056856187,0.060028553661809106,0.8163265306122448,0.7168573039044032,0.9157957573200864
0,130,35,2.0,0.8577748338617903,0.05641720294979851,0.7642505277973259,0.6509485904212977,0.877552465173354
0,131,50,1.5,0.870781392520523,0.040824827159409154,0.749472202674173,0.6378664870602971,0.8610779182880489
0,132,45,1.5,0.8010163749294185,0.039920025893524336,0.7959183673469388,0.6938293678186735,0.8980073668752038
0,133,40,0.9000000000000001,0.8453437866481345,0.036462815733213104,0.7375087966220972,0.6205458991781404,0.8544716940660538
0,134,40,0.9000000000000001,0.7765017591104547,0.02997247984588338,0.8374384236453202,0.7456233002017925,0.9292535470888479
0,135,45,0.9000000000000001,0.8362528775572254,0.05842027876597995,0.7959183673469389,0.6890102739020997,0.9028264607917776
0,136,40,4.0,0.7787473396169048,0.06571367416043511,0.8472906403940886,0.7541802675814007,0.9404010132067766
0,137,50,0.30000000000000004,0.7856122138730834,0.03529705930744538,0.8015482054890922,0.7032809767872288,0.8998154341909557
0,138,25,2.0,0.7950115102289016,0.043034602480293414,0.8543279380717804,0.7656401245469582,0.9430157515966027
0,139,35,0.7000000000000001,0.7991030708422013,0.056977715570054405,0.8036593947923997,0.6932132994177432,0.9141054901670561
0,140,50,0.7000000000000001,0.8099270294922469,0.07297037473384045,0.7973258268824772,0.697707803564822,0.8969438502001322
0,141,40,0.9000000000000001,0.8161816444425141,0.06219536784895038,0.8627726952850105,0.7834294045320623,0.9421159860379585
0,142,40,0.7000000000000001,0.803735395039743,0.07370654552413973,0.8789584799437016,0.795742752286301,0.9621742076011024
0,143,30,0.5000000000000001,0.8073730617208877,0.04351100234897117,0.7783251231527094,0.6620734743350776,0.8945767719703412
0,144,40,4.0,0.8233440472570909,0.08967778687969873,0.8339197748064743,0.7397093516904992,0.9281301979224493
0,145,30,0.7000000000000001,0.8002649524388655,0.03874182937855511,0.8374384236453202,0.7375362230089613,0.9373406242816791
0,146,50,0.30000000000000004,0.8162359379750683,0.09675447086351864,0.7938071780436313,0.693119766699593,0.8944945893876695
0,147,45,2.0,0.8449876210745776,0.04923344506124711,0.7480647431386347,0.6347333257999755,0.8613961604772941
0,148,50,0.5000000000000001,0.8068018937584155,0.07020497651891022,0.8163265306122449,0.7133441323599725,0.9193089288645171
0,149,30,0.30000000000000004,0.7930678017634539,0.041158410291912216,0.7867698803659394,0.6788923311685988,0.89464742956328
0,150,35,0.7000000000000001,0.8366090431307823,0.08995961557741591,0.7114707952146376,0.5858457948619429,0.8370957955673319
0,151,40,0.9000000000000001,0.8433327542023195,0.02375032452940933,0.7860661505981703,0.6798267184351167,0.8923055827612237
0,152,45,0.7000000000000001,0.828538852451896,0.08014805799983858,0.6798029556650247,0.5478326787215183,0.8117732326085308
0,153,50,0.7000000000000001,0.8068996221170135,0.052361628588817835,0.8261787473610134,0.7321869187936847,0.9201705759283423
0,154,30,0.30000000000000004,0.774197541588846,0.09188437201587173,0.8585503166783954,0.774887543297364,0.9422130900594271
0,155,40,0.5000000000000001,0.7860031273074751,0.044501911724660226,0.8205489092188599,0.711119664945859,0.9299781534918609
0,156,40,0.7000000000000001,0.8188420275376798,0.06415750141891848,0.82054890921886,0.7226968326644481,0.9184009857732718
0,157,50,0.7000000000000001,0.8345632628241324,0.13352246168529808,0.7649542575650949,0.6560535310351873,0.8738549840950028
0,158,30,0.30000000000000004,0.836013986013986,0.02732825956550593,0.7227304714989445,0.6055108073468191,0.83995013565107
0,159,40,0.1,0.7721561047648005,0.050044207035611334,0.8233638282899367,0.7301001595658004,0.9166274970140728
0,160,40,1.5,0.8230313165095773,0.04763902316316091,0.8085855031667839,0.6977658073945974,0.9194051989389707
0,161,35,0.5000000000000001,0.7792164357381749,0.08751708137713704,0.8254750175932443,0.7329604153644134,0.9179896198220752
0,162,50,1.5,0.7981800807887764,0.032098336446162536,0.7776213933849402,0.6719223033762339,0.8833204833936464
0,163,35,1.0,0.7803392259913998,0.07414533134652078,0.8838845883180859,0.813021474348959,0.9547477022872126
0,164,35,0.9000000000000001,0.83833340572471,0.054292655337568795,0.7220267417311752,0.6011511831650151,0.8429023002973355
0,165,40,0.7000000000000001,0.8310971637058595,0.04629372906619589,0.7719915552427867,0.663504223237062,0.8804788872485116
0,166,40,0.5000000000000001,0.8210832645615254,0.0689339311363638,0.7677691766361716,0.657421194202482,0.8781171590698614
0,167,50,1.0,0.784274421230943,0.05266274447950174,0.8754398311048558,0.7932700535089465,0.9576096087007651
0,168,50,0.5000000000000001,0.8088476740650654,0.06672563438738371,0.7973258268824771,0.6899475183791641,0.9047041353857901
0,169,30,0.5000000000000001,0.7893823567736611,0.07271659417200262,0.8212526389866291,0.721667245427015,0.9208380325462433
0,170,50,0.5000000000000001,0.8282065760326631,0.08092553363611878,0.7923997185080929,0.6813426996587606,0.9034567373574254
0,171,40,1.5,0.8620813968640058,0.04224939175815611,0.6664320900774103,0.5326945669298588,0.8001696132249616
0,172,50,1.0,0.7860856534769578,0.08766801631424717,0.8754398311048558,0.7950457910016859,0.9558338712080257
0,173,45,1.0,0.8197845632628242,0.039158239536827906,0.8205489092188599,0.7195510064574066,0.9215468119803133
0,174,45,0.30000000000000004,0.8299591712635191,0.06913243460623018,0.7853624208304011,0.6824894912147393,0.888235350446063
0,175,35,0.7000000000000001,0.8218694349129132,0.03265226849580494,0.7980295566502463,0.695944494948014,0.9001146183524786
0,176,30,1.0,0.7889328063241108,0.08692917476034683,0.8318085855031667,0.7361726330370222,0.9274445379693115
0,177,30,0.7000000000000001,0.7921947617599793,0.08482815477002863,0.7790288529204784,0.6641118208243254,0.8939458850166314
0,178,45,0.9000000000000001,0.8502367198019372,0.0429234545732726,0.772695285010556,0.6628866087032915,0.8825039613178202
0,179,40,1.5,0.831375146592538,0.07634456788488174,0.7698803659394793,0.6575888310714434,0.882171900807515
0,180,45,1.0,0.867241454197976,0.060828274180458886,0.7515833919774806,0.6393033539580034,0.863863429996958
0,181,40,0.5000000000000001,0.8051470268861574,0.058304044954364885,0.8198451794510908,0.713715484199354,0.9259748747028274
0,182,45,1.5,0.8557247100725363,0.06090310112238715,0.7318789584799438,0.6152459938748402,0.8485119230850469
0,183,50,0.5000000000000001,0.7934000781826869,0.027431470969794643,0.8092892329345531,0.7056844162545335,0.9128940496145725
0,184,45,0.9000000000000001,0.8413108630499935,0.08222913279529741,0.7776213933849401,0.665342918624381,0.8898998681454994
0,185,50,0.9000000000000001,0.8073144247057289,0.05714561054603495,0.8099929627023223,0.7124525100967035,0.907533415307941
0,186,40,0.7000000000000001,0.7884398210485167,0.07445516303441677,0.8634764250527798,0.7778947692432617,0.9490580808622976
0,187,50,1.0,0.8181926768883292,0.08554207579016977,0.8022519352568613,0.7032867204037989,0.901217150109924
0,188,50,0.30000000000000004,0.7705012378925422,0.025562029850259554,0.8374384236453202,0.7434867229006601,0.9313901243899803
0,189,40,1.5,0.7910611128002433,0.05074795854300704,0.8114004222378607,0.7040222191932443,0.9187786252824771
0,190,50,2.0,0.7724297441688746,0.08558373908621657,0.7931034482758622,0.6816595329532051,0.9045473635985188
0,191,40,0.5000000000000001,0.8193067801763455,0.08089493799904938,0.7762139338494018,0.6643799039364697,0.8880479637623337
0,192,50,0.7000000000000001,0.8298570994223168,0.06487316855399815,0.8121041520056298,0.7096481041035424,0.9145601999077174
0,193,35,0.7000000000000001,0.8426834035529687,0.036604108937508345,0.7825475017593244,0.6776427420644507,0.8874522614541983
0,194,40,0.7000000000000001,0.8332363288885029,0.09458811391909337,0.8135116115411682,0.7158648737093887,0.9111583493729476
0,195,35,0.5000000000000001,0.7951722190852626,0.03996286666463725,0.8142153413089372,0.7072580581863199,0.9211726244315548
0,196,50,1.0,0.8194088520175477,0.05071227064783925,0.8585503166783954,0.7704368960386951,0.9466637373180959
0,197,45,0.30000000000000004,0.8105524909872737,0.0811972523546009,0.8156228008444757,0.7148229856415041,0.9164226160474475
0,198,25,1.5,0.7726208574034661,0.06691249367465164,0.7438423645320197,0.6336191365902131,0.8540655924738263
0,199,45,0.5000000000000001,0.8003670242800677,0.08643528625623707,0.8318085855031667,0.7401903917543502,0.9234267792519835
0,200,25,0.30000000000000004,0.7856903965599618,0.10733108588148493,0.8374384236453202,0.7432308853424429,0.9316459619481975
0,201,30,0.30000000000000004,0.7710528601832951,0.05890407348122848,0.8156228008444757,0.7205488015409965,0.9106968001479551
0,202,50,0.5000000000000001,0.8107175433262389,0.0462513556246319,0.8233638282899366,0.727395079813073,0.9193325767668001
0,203,50,0.9000000000000001,0.8328888502801547,0.03916720934081765,0.7952146375791695,0.6849794928241549,0.9054497823341844
0,204,50,0.9000000000000001,0.8342809364548496,0.061205840936217594,0.7698803659394792,0.6582851523516638,0.8814755795272945
0,205,50,0.7000000000000001,0.8083937801329106,0.07816886843573895,0.772695285010556,0.668086009811092,0.8773045602100197
0,206,50,4.0,0.860669765017591,0.037486840743911426,0.6980999296270233,0.5744606103561204,0.8217392488979257
0,207,50,1.0,0.7947031229639926,0.05432757322304831,0.8346235045742436,0.7415555255610294,0.9276914835874576
0,208,35,0.30000000000000004,0.8303109933544717,0.06846248549975752,0.7895847994370162,0.6802205094759548,0.8989490893980774
0,209,35,2.0,0.8278352082699909,0.06386218721410973,0.7832512315270936,0.6816697996884786,0.8848326633657084
0,210,35,0.7000000000000001,0.8032380662815445,0.08502511935163055,0.82054890921886,0.7250179822699909,0.9160798361677289
0,211,45,0.30000000000000004,0.8051470268861574,0.06576872961299376,0.7987332864180154,0.694960775829139,0.9025057970068922
0,212,35,1.0,0.8501389914433393,0.05672829645406294,0.7980295566502464,0.6872036789342622,0.9088554343662305
0,213,50,0.5000000000000001,0.7824436433132085,0.06392413240912206,0.7966220971147079,0.6864326233477752,0.9068115708816405
0,214,20,1.0,0.8272835859792382,0.06264867436866067,0.7663617171006333,0.6544728193894815,0.878250614811785
0,215,30,2.0,0.8059331972375452,0.0539914211155382,0.7762139338494018,0.6702023671850221,0.8822255005137813
0,216,30,1.0,0.8174217087260566,0.039571972810891094,0.7635467980295566,0.6517536834022079,0.8753399126569054
0,217,50,1.0,0.8118989705946229,0.09941708694464393,0.8078817733990148,0.7067003273981083,0.9090632193999213
0,218,30,0.5000000000000001,0.8027298788168353,0.07733984866593156,0.8001407459535538,0.7016851133392482,0.8985963785678593
0,219,30,0.7000000000000001,0.7894062459279851,0.06904712859526747,0.8114004222378607,0.6974363346383767,0.9253645098373446
0,220,50,0.7000000000000001,0.792018850714503,0.08430981676284116,0.7959183673469388,0.6907866823032014,0.9010500523906759
0,221,30,0.7000000000000001,0.8426247665378099,0.03422437326714037,0.7325826882477129,0.6110174831561923,0.8541478933392332
0,222,30,0.7000000000000001,0.8137449507014723,0.07277166197771323,0.7783251231527093,0.6738413852160193,0.8828088610893995
0,223,50,0.7000000000000001,0.8263171610997698,0.04807017108705681,0.7529908515130189,0.6415636017040516,0.8644181013219863
0,224,50,0.9000000000000001,0.7488620075576599,0.06385246230165881,0.8613652357494722,0.7773592355477402,0.9453712359512042
0,225,45,0.30000000000000004,0.8165378100160708,0.03166060944330626,0.7712878254750176,0.6592196814382809,0.8833559695117543
0,226,40,0.5000000000000001,0.8052447552447554,0.07469076088574302,0.812807881773399,0.7164344915861919,0.9091812719606064
0,227,40,0.5000000000000001,0.8071537158493681,0.04025338620250119,0.8247712878254749,0.7178278750662158,0.9317147005847343
0,228,25,0.30000000000000004,0.8038287799157364,0.08344301058290737,0.776917663617171,0.6678344934004762,0.8860008338338657
0,229,50,8.0,0.794781305650871,0.08883623099046441,0.7248416608022519,0.6078061249219103,0.8418771966825932
0,230,30,0.5000000000000001,0.8143747556791036,0.04698688840728584,0.8078817733990148,0.7017646694190469,0.9139988773789827
0,231,35,0.30000000000000004,0.7824284411240934,0.10984940228730952,0.8845883180858551,0.8107491671524844,0.9584274690192257
0,232,45,0.9000000000000001,0.8274356078703905,0.04759751284113668,0.7860661505981703,0.67871531758698,0.8934169836093604
0,233,40,0.5000000000000001,0.7977696216826653,0.05392146167616853,0.8254750175932442,0.7286028923328701,0.9223471428536184
0,234,40,0.5000000000000001,0.7973548190939495,0.07016287078868833,0.7832512315270936,0.6757069539231625,0.8907955091310246
0,235,35,0.7000000000000001,0.8016613820961647,0.04092184630101925,0.8325123152709359,0.7404680755561174,0.9245565549857547
0,236,35,0.9000000000000001,0.8043804022064892,0.039251270297456814,0.8332160450387052,0.7332430820355265,0.9331890080418841
